artist,track_name,ms_played
Camila Cabello & DaBaby,My Oh My,3696
BTS,Dynamite,233300
Giveon,Heartbreak Anniversary,33082
Lizzo,About Damn Time,282974
Giveon,Heartbreak Anniversary,18941
Drake & 21 Savage & Project Pat,Knife Talk,251054
DJ Ti.sto,The Business,209073
Harry Styles,Late Night Talking,84076
Lewis Capaldi,Someone You Loved,235654
Rema & Selena Gomez,Calm Down,128077
Chris Brown & Young Thug,Go Crazy,129929
Latto,Big Energy,128066
Libianca,People,14847
Post Malone & Doja Cat,I Like You (A Happier Song),291445
Morgan Wallen,Wasted On You,227691
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,79701
Tones & I,Dance Monkey,254499
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,204396
Cardi B & Megan Thee Stallion,WAP,266019
Olivia Rodrigo,Traitor,284552
Gabby Barrett & Charlie Puth,I Hope,83885
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),243020
Tate McRae,She's All I Wanna Be,73201
Eslabon Armado & Peso Pluma,Ella Baila Sola,153998
Olivia Rodrigo,Vampire,143774
Lil Mosey,Blueberry Faygo,278626
Meghan Trainor,Made You Look,163679
Dua Lipa,Don't Start Now,205638
Shouse,Love Tonight,45112
Olivia Rodrigo,Traitor,240872
Post Malone & Doja Cat,I Like You (A Happier Song),125833
Joel Corry & MNEK,Head & Heart,40113
Future & Drake & Tems,WAIT FOR U,194697
Trevor Daniel,Falling,73452
Drake & 21 Savage,Rich Flex,4948
Taylor Swift,Anti-Hero,136335
Billie Eilish,everything i wanted,193504
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,242526
Taylor Swift,Lavender Haze,263770
Doja Cat,Woman,183751
Chris Brown,Under The Influence,125340
Jelly Roll,Need A Favor,65750
Morgan Wallen,Thought You Should Know,156028
Topic & A7S,Breaking Me,291933
Bailey Zimmerman,Rock And A Hard Place,209989
Tones & I,Dance Monkey,270088
Olivia Rodrigo,Traitor,178736
Latto,Big Energy,277280
Toosii,Favorite Song,40215
Post Malone,Circles,242393
Miley Cyrus,Flowers,218617
Post Malone,Circles,2148
Morgan Wallen,Wasted On You,36479
Sam Smith & Kim Petras,Unholy,260716
Dua Lipa,Dance The Night,298803
Cole Swindell,She Had Me At Heads Carolina,107302
Drake & Lil Durk,Laugh Now Cry Later,70260
Internet Money & Gunna & Don Toliver & NAV,Lemonade,140104
CKay,Love Nwantiti,219771
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,142964
Miley Cyrus,Flowers,57143
Maren Morris,The Bones,218992
Jack Harlow,First Class,87387
Walker Hayes,Fancy Like,66686
Tate McRae,She's All I Wanna Be,49856
Doja Cat,Vegas,197404
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),31662
BTS,Butter,291190
Shouse,Love Tonight,48485
The Weeknd,Blinding Lights,50200
Latto,Big Energy,90552
Glass Animals,Heat Waves,240916
Doja Cat,Need To Know,112420
David Guetta & Bebe Rexha,I'm Good (Blue),54738
OneRepublic,I Ain't Worried,162602
Cardi B,Up,103387
Surf Mesa & Emilee,ILY (I Love You Baby),96826
Kelly Clarkson,Underneath The Tree,157154
Beyonce,Cuff It,119199
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),192323
Chris Brown & Young Thug,Go Crazy,189027
Doja Cat & SZA,Kiss Me More,48844
Kate Bush,Running Up That Hill (A Deal With God),240611
Gunna,Fukumean,11285
Ed Sheeran,Shivers,272886
David Kushner,Daylight,272694
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,52630
Bad Bunny & Chencho Corleone,Me porto bonito,122012
Bobby Helms,Jingle Bell Rock,183733
Billie Eilish,Therefore I Am,165975
Gayle,abcdefu,12095
Adele,Easy On Me,283
Maneskin,Beggin',34734
Justin Bieber & Quavo,Intentions,9080
Lady Gaga & Ariana Grande,Rain On Me,9437
Joji,Glimpse Of Us,155859
Fireboy DML & Ed Sheeran,Peru,36461
Kane Brown With Katelyn Brown,Thank God,4765
Harry Styles,Late Night Talking,222828
Bad Bunny & Jhay Cortez,Dakiti,108931
Fireboy DML & Ed Sheeran,Peru,36648
BTS,Butter,226804
Harry Styles,As It Was,186945
Doja Cat,Need To Know,148173
Gunna,Fukumean,148333
Lil Nas X,Montero (Call Me By Your Name),30766
Rema & Selena Gomez,Calm Down,290223
Andy Williams,It's The Most Wonderful Time Of The Year,190201
SAINt JHN,Roses (Imanbek Remix),142995
The Kid LAROI,Without You,63144
Wham!,Last Christmas,235771
Jack Harlow,First Class,90432
Post Malone,Chemical,88924
DaBaby & Roddy Ricch,Rockstar,174078
Harry Styles,As It Was,27183
Drake & 21 Savage,Rich Flex,281010
Drake,Toosie Slide,185472
24kGoldn & Iann Dior,Mood,5246
Justin Bieber,Ghost,32955
Jack Harlow,First Class,256842
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,178417
Joji,Glimpse Of Us,153590
Toosii,Favorite Song,119226
Bobby Helms,Jingle Bell Rock,64017
Post Malone & Doja Cat,I Like You (A Happier Song),157470
Rema & Selena Gomez,Calm Down,123684
Tate McRae,Greedy,219558
Lil Nas & Jack Harlow,Industry Baby,117937
Tate McRae,Greedy,222962
Mariah Carey,All I Want For Christmas Is You,168271
Ed Sheeran,Bad Habits,215167
Billie Eilish,What Was I Made For?,194028
Doja Cat & SZA,Kiss Me More,41393
Harry Styles,Late Night Talking,46094
Adele,Easy On Me,289901
Raye & 070 Shake,Escapism,228938
Bobby Helms,Jingle Bell Rock,45844
24kGoldn & Iann Dior,Mood,136466
Doja Cat & SZA,Kiss Me More,100975
Powfu & Beabadoobee,Death Bed,73781
Miley Cyrus,Flowers,51703
WizKid & Justin Bieber & Tems,Essence,57817
Farruko,Pepas,58065
Farruko,Pepas,98562
Lizzo,About Damn Time,227236
Sam Smith & Kim Petras,Unholy,90571
AJR,Bang!,289993
Olivia Rodrigo,Traitor,288820
Doja Cat,Need To Know,98382
Ed Sheeran,Bad Habits,44524
Lil Uzi Vert,Just Wanna Rock,191652
Billie Eilish,Happier Than Ever,111133
Metro Boomin, The Weeknd & 21 Savage,Creepin',15786
Imagine Dragons & JID,Enemy,22109
Morgan Wallen,Thinkin' Bout Me,286536
Nat King Cole,The Christmas Song (Merry Christmas To You),42869
Lewis Capaldi,Before You Go,136808
BTS,Dynamite,200928
Billie Eilish,everything i wanted,99842
Stephen Sanchez,Until I Found You,298334
Joji,Glimpse Of Us,181265
CKay,Love Nwantiti,173939
Libianca,People,104088
Miley Cyrus,Midnight Sky,168650
Maroon 5,Memories,139566
Nicky Youre & dazy,Sunroof,209370
Billie Eilish,What Was I Made For?,105219
Olivia Rodrigo,Traitor,66880
Drake & 21 Savage,Rich Flex,93095
Surf Mesa & Emilee,ILY (I Love You Baby),102810
David Kushner,Daylight,57682
Olivia Rodrigo,Traitor,246401
Future & Drake & Tems,WAIT FOR U,284119
Glass Animals,Heat Waves,274773
SAINt JHN,Roses (Imanbek Remix),145177
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,123112
DJ Ti.sto & Ava Max,The Motto,223645
SZA,Kill Bill,76036
Doja Cat,Paint The Town Red,216012
Adele,Easy On Me,182766
Imagine Dragons & JID,Enemy,30685
Miley Cyrus,Midnight Sky,267709
Morgan Wallen,You Proof,262037
Taylor Swift,Cruel Summer,73436
Lewis Capaldi,Someone You Loved,257171
Doja Cat,Paint The Town Red,215725
Doja Cat,Vegas,262351
Eslabon Armado & Peso Pluma,Ella Baila Sola,136919
CJ,Whoopty,91111
David Guetta & Bebe Rexha,I'm Good (Blue),142354
Ed Sheeran,Shivers,103203
Arizona Zervas,Roxanne,40674
David Guetta & Bebe Rexha,I'm Good (Blue),293172
Fireboy DML & Ed Sheeran,Peru,230611
Olivia Rodrigo,Deja Vu,107003
Sam Smith & Kim Petras,Unholy,158897
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,135095
Lil Nas & Jack Harlow,Industry Baby,188783
Internet Money & Gunna & Don Toliver & NAV,Lemonade,64797
Miley Cyrus,Midnight Sky,234230
Tate McRae,She's All I Wanna Be,243639
Michael Buble,It's Beginning To Look A Lot Like Christmas,7280
SAINt JHN,Roses,106025
24kGoldn & Iann Dior,Mood,226654
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,45228
Beyonce,Cuff It,111032
Post Malone,Circles,47038
The Killers,Mr Brightside,209204
Miley Cyrus,Midnight Sky,243894
Bad Bunny,Titi me pregunto,231723
Drake & Lil Durk,Laugh Now Cry Later,160708
Ed Sheeran,Shivers,182557
The Weeknd,Blinding Lights,200029
Justin Bieber & Quavo,Intentions,203862
Dua Lipa,Dance The Night,240925
Kane Brown With Katelyn Brown,Thank God,116835
Lewis Capaldi,Before You Go,265390
Lil Durk & J Cole,All My Life,199806
DJ Ti.sto,The Business,35608
Lizzo,About Damn Time,88472
Gayle,abcdefu,164861
Andy Williams,It's The Most Wonderful Time Of The Year,59237
Joel Corry & MNEK,Head & Heart,27108
Doja Cat & Nicki Minaj,Say So,207822
Nicki Minaj,Super Freaky Girl,11293
Justin Bieber & Chance The Rapper,Holy,267512
Eslabon Armado & Peso Pluma,Ella Baila Sola,218360
SZA,Kill Bill,64838
Dua Lipa & DaBaby,Levitating,138074
Billie Eilish,What Was I Made For?,21343
Maneskin,Beggin',130528
Beyonce,Break My Soul,96937
Internet Money & Gunna & Don Toliver & NAV,Lemonade,69823
Billie Eilish,everything i wanted,249673
Trevor Daniel,Falling,233813
Toosii,Favorite Song,51887
Gunna,Fukumean,240374
SZA,Kill Bill,62394
BTS,Dynamite,153496
Cardi B,Up,232906
Luke Combs,Forever After All,267437
Michael Buble,It's Beginning To Look A Lot Like Christmas,155562
Tones & I,Dance Monkey,33128
Eslabon Armado & Peso Pluma,Ella Baila Sola,81595
Latto,Big Energy,229097
Beyonce,Break My Soul,620
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,184621
Gayle,abcdefu,297301
Taylor Swift,Cruel Summer,296210
Trevor Daniel,Falling,121243
SAINt JHN,Roses,30532
Kodak Black,Super Gremlin,214439
Cole Swindell,She Had Me At Heads Carolina,169095
David Guetta & Bebe Rexha,I'm Good (Blue),104501
Cole Swindell,She Had Me At Heads Carolina,27603
Doja Cat,Woman,151209
Future & Drake & Tems,WAIT FOR U,293244
Lil Durk & J Cole,All My Life,246465
Lil Nas & Jack Harlow,Industry Baby,24376
Camila Cabello & Ed Sheeran,Bam Bam,264200
Doja Cat,Paint The Town Red,148396
Rema,Calm Down,61730
Tate McRae,She's All I Wanna Be,214341
Doja Cat,Vegas,290173
Olivia Rodrigo,Traitor,126371
Joel Corry & MNEK,Head & Heart,119970
Dua Lipa & DaBaby,Levitating,57637
Giveon,Heartbreak Anniversary,19937
Morgan Wallen,Thinkin' Bout Me,117281
Lil Uzi Vert,Just Wanna Rock,110792
Doja Cat & SZA,Kiss Me More,76454
Doja Cat,Paint The Town Red,221859
The Weeknd & Ariana Grande,Save Your Tears,3721
Olivia Rodrigo,Good 4 U,3778
Steve Lacy,Bad Habit,72504
Raye & 070 Shake,Escapism,166784
Morgan Wallen,Thinkin' Bout Me,85814
Luke Combs,Fast Car,15457
Post Malone,Circles,244442
Miguel,Sure Thing,226365
Bobby Helms,Jingle Bell Rock,260580
Cardi B & Megan Thee Stallion,WAP,143962
Tate McRae,Greedy,59035
The Killers,Mr Brightside,32027
Em Beihold,Numb Little Bug,42902
Doja Cat,Need To Know,117191
Kenya Grace,Strangers,193875
The Weeknd,Blinding Lights,58950
Andy Williams,It's The Most Wonderful Time Of The Year,162366
Kane Brown With Katelyn Brown,Thank God,39199
Fifty Fifty,Cupid,170093
Latto,Big Energy,231705
David Guetta & Bebe Rexha,I'm Good (Blue),144108
SAINt JHN,Roses (Imanbek Remix),118696
Camila Cabello & Ed Sheeran,Bam Bam,44655
Drake & 21 Savage & Project Pat,Knife Talk,129811
Bad Bunny & Jhay Cortez,Dakiti,83003
Morgan Wallen,Thinkin' Bout Me,49000
Morgan Wallen,You Proof,289822
Billie Eilish,Bad Guy,128465
Ed Sheeran,Bad Habits,277903
Billie Eilish,Bad Guy,169055
Shouse,Love Tonight,271264
Ed Sheeran,Bad Habits,2089
Roddy Ricch,The Box,70460
CKay,Love Nwantiti,134260
CJ,Whoopty,127558
Metro Boomin, The Weeknd & 21 Savage,Creepin',289341
Billie Eilish,Happier Than Ever,229830
Gayle,abcdefu,34743
Morgan Wallen,Thinkin' Bout Me,114778
Lil Nas & Jack Harlow,Industry Baby,69935
Maren Morris,The Bones,265763
The Kid LAROI,Without You,274403
Rema,Calm Down,11544
Acraze & Cherish,Do It To It,225519
Lizzo,About Damn Time,61942
Tate McRae,She's All I Wanna Be,10211
JVKE,golden hour,32162
Michael Buble,It's Beginning To Look A Lot Like Christmas,213399
Harry Styles,Watermelon Sugar,122628
Doja Cat & SZA,Kiss Me More,20118
Brenda Lee,Rockin' Around The Christmas Tree,177175
Libianca,People,201914
Harry Styles,Watermelon Sugar,174569
Chris Brown,Under The Influence,116705
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,93464
Doja Cat & SZA,Kiss Me More,13897
DJ Ti.sto & Ava Max,The Motto,97895
Taylor Swift,Cruel Summer,123124
Lady Gaga & Ariana Grande,Rain On Me,107773
Pop Smoke,What You Know Bout Love,99969
Rema,Calm Down,245595
Drake & Future & Young Thug,Way 2 Sexy,25282
Sam Smith & Kim Petras,Unholy,229032
Miley Cyrus,Flowers,48696
Tate McRae,She's All I Wanna Be,234747
Metro Boomin, The Weeknd & 21 Savage,Creepin',86342
Harry Styles,Watermelon Sugar,34480
Ed Sheeran,Shivers,151811
Beyonce,Cuff It,112562
Luke Combs,Fast Car,56826
AJR,Bang!,30801
Ariana Grande,Positions,176418
Morgan Wallen,Last Night,90805
Post Malone,Chemical,92866
Morgan Wallen,Wasted On You,183694
Luke Combs,Fast Car,84542
Tate McRae,Greedy,130539
Eslabon Armado & Peso Pluma,Ella Baila Sola,80913
Morgan Wallen,Wasted On You,107473
Olivia Rodrigo,Traitor,164975
SAINt JHN,Roses,99203
Maneskin,Beggin',123107
Camila Cabello & DaBaby,My Oh My,108978
Saweetie & Doja Cat,Best Friend,242258
The Weeknd,Take My Breath,164706
Coi Leray,Players,155512
Walker Hayes,Fancy Like,71263
Dua Lipa,Break My Heart,215360
Lil Nas X,Montero (Call Me By Your Name),194072
Shouse,Love Tonight,26141
Doja Cat & Nicki Minaj,Say So,188218
Joel Corry & MNEK,Head & Heart,127507
The Ronettes,Sleigh Ride,188836
Andy Williams,It's The Most Wonderful Time Of The Year,19659
Gunna,Fukumean,207694
Acraze & Cherish,Do It To It,33597
Olivia Rodrigo,Deja Vu,203510
Ed Sheeran,Bad Habits,26310
Kodak Black,Super Gremlin,20125
Trevor Daniel,Falling,262305
Jordan Davis & Luke Bryan,Buy Dirt,27987
Tom Odell,Another Love,50883
Bad Bunny,Titi me pregunto,176933
Masked Wolf,Astronaut In The Ocean,145168
Brenda Lee,Rockin' Around The Christmas Tree,94333
Raye & 070 Shake,Escapism,297713
Pop Smoke & Lil Baby & DaBaby,For The Night,164166
DaBaby & Roddy Ricch,Rockstar,275274
Nathan Evans,Wellerman,109822
Doja Cat & SZA,Kiss Me More,145251
DaBaby & Roddy Ricch,Rockstar,63781
Tate McRae,You Broke Me First,211924
Ed Sheeran,Bad Habits,146686
Morgan Wallen,Wasted On You,110459
Drake & Future & Young Thug,Way 2 Sexy,23483
Mariah Carey,All I Want For Christmas Is You,214886
Chris Brown & Young Thug,Go Crazy,35390
Trevor Daniel,Falling,10081
Metro Boomin, The Weeknd & 21 Savage,Creepin',91076
Lizzo,About Damn Time,262712
The Kid LAROI & Justin Bieber,Stay,170486
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,19047
Ava Max,Kings & Queens,184006
Jose Feliciano,Feliz Navidad,48556
Saweetie & Doja Cat,Best Friend,92977
Toosii,Favorite Song,242877
Billie Eilish,Therefore I Am,87251
Tate McRae,Greedy,45646
Apache 207,Roller,22868
Acraze & Cherish,Do It To It,86883
DaBaby & Roddy Ricch,Rockstar,260702
Em Beihold,Numb Little Bug,255774
Jack Harlow,First Class,238533
Justin Bieber & Chance The Rapper,Holy,26392
Imagine Dragons & JID,Enemy,92767
Harry Styles,Adore You,109576
Tate McRae,Greedy,106372
Lil Mosey,Blueberry Faygo,191763
Nicky Youre & dazy,Sunroof,195293
David Kushner,Daylight,105039
Roddy Ricch,The Box,166586
Surf Mesa & Emilee,ILY (I Love You Baby),45310
Joel Corry & MNEK,Head & Heart,256962
Em Beihold,Numb Little Bug,258562
Kate Bush,Running Up That Hill (A Deal With God),183754
Lady Gaga & Ariana Grande,Rain On Me,282672
AJR,Bang!,217775
Morgan Wallen,Wasted On You,133122
Future & Drake & Tems,WAIT FOR U,139356
The Ronettes,Sleigh Ride,179057
Bobby Helms,Jingle Bell Rock,204263
Jose Feliciano,Feliz Navidad,63415
Maroon 5,Memories,290196
Jelly Roll,Need A Favor,1702
Maneskin,Beggin',273373
Doja Cat,Vegas,211062
Tones & I,Dance Monkey,234261
Drake & 21 Savage & Project Pat,Knife Talk,46473
Michael Buble,It's Beginning To Look A Lot Like Christmas,181169
Lizzo,About Damn Time,73437
The Ronettes,Sleigh Ride,3984
Kane Brown With Katelyn Brown,Thank God,110708
Walker Hayes,Fancy Like,201536
Steve Lacy,Bad Habit,261891
The Killers,Mr Brightside,254160
Joji,Glimpse Of Us,100868
Tate McRae,She's All I Wanna Be,101247
Miley Cyrus,Midnight Sky,114826
Kane Brown With Katelyn Brown,Thank God,98782
The Ronettes,Sleigh Ride,237292
Saweetie & Doja Cat,Best Friend,89283
CJ,Whoopty,1567
OneRepublic,I Ain't Worried,49223
Nathan Evans,Wellerman,262590
Luke Combs,Fast Car,163642
Jose Feliciano,Feliz Navidad,106444
SAINt JHN,Roses,53530
David Kushner,Daylight,75309
Farruko,Pepas,18217
Chris Brown,Under The Influence,84946
Billie Eilish,What Was I Made For?,283365
Drake,Toosie Slide,32560
JVKE,golden hour,86095
Ed Sheeran,Eyes Closed,179061
Tones & I,Dance Monkey,195621
Drake & 21 Savage,Jimmy Cooks,31564
Cardi B & Megan Thee Stallion,WAP,274739
The Killers,Mr Brightside,264296
Doja Cat,Vegas,240071
DaBaby & Roddy Ricch,Rockstar,227098
Metro Boomin, The Weeknd & 21 Savage,Creepin',19757
Justin Bieber & Chance The Rapper,Holy,189919
Miguel,Sure Thing,58519
Dua Lipa,Dance The Night,2421
Morgan Wallen,Thought You Should Know,257176
Burl Ives,A Holly Jolly Christmas,102705
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),143426
Ariana Grande,Positions,251392
Taylor Swift,Lavender Haze,20760
SAINt JHN,Roses,262777
Billie Eilish,Bad Guy,233128
Kodak Black,Super Gremlin,78768
The Weeknd,Take My Breath,255515
Glass Animals,Heat Waves,48476
Harry Styles,Adore You,190270
Tate McRae,You Broke Me First,145396
Doja Cat,Vegas,283816
BTS,Butter,81720
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,155219
Dua Lipa & DaBaby,Levitating,142637
Lost Frequencies & Calum Scott,Where Are You Now,124319
Kodak Black,Super Gremlin,20201
Polo G,Rapstar,128540
The Ronettes,Sleigh Ride,253773
Sam Smith & Kim Petras,Unholy,199658
Em Beihold,Numb Little Bug,260473
Kate Bush,Running Up That Hill (A Deal With God),16460
Billie Eilish,Bad Guy,274929
Nathan Evans,Wellerman,3874
Lil Uzi Vert,Just Wanna Rock,24810
JVKE,golden hour,45856
Rihanna,Lift Me Up,160951
Billie Eilish,Happier Than Ever,84367
Doja Cat & SZA,Kiss Me More,259473
Taylor Swift,Lavender Haze,189840
OneRepublic,I Ain't Worried,224109
Ed Sheeran,Eyes Closed,225889
Cardi B,Up,274199
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,167217
Ava Max,Kings & Queens,258389
Morgan Wallen,Last Night,79285
Tom Odell,Another Love,164303
Morgan Wallen,Sand In My Boots,192596
Wham!,Last Christmas,258675
AJR,Bang!,17510
The Killers,Mr Brightside,27133
Gabby Barrett & Charlie Puth,I Hope,144031
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),64552
Farruko,Pepas,268876
David Guetta & Bebe Rexha,I'm Good (Blue),173703
Eslabon Armado & Peso Pluma,Ella Baila Sola,177780
SAINt JHN,Roses,73828
Bad Bunny & Chencho Corleone,Me porto bonito,161848
Bobby Helms,Jingle Bell Rock,126228
Arizona Zervas,Roxanne,157642
Chris Brown & Young Thug,Go Crazy,109341
SZA,Snooze,95568
Doja Cat,Woman,206789
Dove Cameron,Boyfriend,275260
Pop Smoke,What You Know Bout Love,294566
Lost Frequencies & Calum Scott,Where Are You Now,297453
Fifty Fifty,Cupid,279142
SAINt JHN,Roses,202504
David Guetta & Bebe Rexha,I'm Good (Blue),26776
Lil Uzi Vert,Just Wanna Rock,74301
Harry Styles,As It Was,107023
Lizzo,About Damn Time,180075
Harry Styles,Watermelon Sugar,19
Taylor Swift,Cruel Summer,136830
Apache 207,Roller,72119
David Kushner,Daylight,253891
Maneskin,Beggin',227614
Harry Styles,Late Night Talking,144310
Doja Cat & SZA,Kiss Me More,268147
Post Malone,Chemical,199986
Adele,Easy On Me,243565
Dua Lipa,Don't Start Now,204973
Miley Cyrus,Midnight Sky,47440
Saweetie & Doja Cat,Best Friend,272456
Chris Brown & Young Thug,Go Crazy,239280
Acraze & Cherish,Do It To It,197624
Morgan Wallen,Thought You Should Know,50676
Em Beihold,Numb Little Bug,10530
Olivia Rodrigo,Drivers License,159678
Taylor Swift,Lavender Haze,171181
Sam Smith & Kim Petras,Unholy,63734
Tate McRae,Greedy,44774
Bailey Zimmerman,Rock And A Hard Place,151865
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,278371
Kodak Black,Super Gremlin,159455
Em Beihold,Numb Little Bug,173871
OneRepublic,I Ain't Worried,279732
Lady Gaga & Ariana Grande,Rain On Me,169875
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,213021
Dove Cameron,Boyfriend,67899
Ed Sheeran,Eyes Closed,113327
Bailey Zimmerman,Rock And A Hard Place,246837
Pop Smoke,What You Know Bout Love,166465
Latto,Big Energy,185859
The Killers,Mr Brightside,150034
Trevor Daniel,Falling,204813
The Weeknd,Take My Breath,188703
Michael Buble,It's Beginning To Look A Lot Like Christmas,152969
OneRepublic,I Ain't Worried,202645
Justin Bieber,Ghost,33325
Lil Uzi Vert,Just Wanna Rock,187641
Latto,Big Energy,107232
Morgan Wallen,Thought You Should Know,201595
Camila Cabello & Ed Sheeran,Bam Bam,128182
Glass Animals,Heat Waves,44989
Taylor Swift,Lavender Haze,122457
Rosa Linn,Snap,110736
Kane Brown With Katelyn Brown,Thank God,280946
Giveon,Heartbreak Anniversary,85497
Future & Drake & Tems,WAIT FOR U,41722
Zach Bryan,Something In The Orange,67841
Arizona Zervas,Roxanne,183812
Morgan Wallen,Thinkin' Bout Me,244520
SZA,Kill Bill,289992
Jose Feliciano,Feliz Navidad,246479
Trevor Daniel,Falling,287692
Latto,Big Energy,193051
Morgan Wallen,Thought You Should Know,47518
Internet Money & Gunna & Don Toliver & NAV,Lemonade,8978
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,8491
SZA,Snooze,159869
The Kid LAROI & Justin Bieber,Stay,9409
Burl Ives,A Holly Jolly Christmas,59302
WizKid & Justin Bieber & Tems,Essence,84716
Bobby Helms,Jingle Bell Rock,255504
Farruko,Pepas,129413
Camila Cabello & DaBaby,My Oh My,194921
Lady Gaga & Ariana Grande,Rain On Me,139259
Cardi B & Megan Thee Stallion,WAP,277182
Chris Brown & Young Thug,Go Crazy,28990
Bailey Zimmerman,Rock And A Hard Place,254332
Jelly Roll,Need A Favor,153338
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,138503
Taylor Swift,Lavender Haze,145701
Doja Cat,Need To Know,9830
Lewis Capaldi,Before You Go,29224
Pop Smoke,What You Know Bout Love,160210
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,69302
Giveon,Heartbreak Anniversary,293329
Doja Cat,Need To Know,81672
BTS,Dynamite,297625
Doja Cat & The Weeknd,You Right,155548
Lil Durk & J Cole,All My Life,164560
Elton John & Dua Lipa,Cold Heart,143413
Lewis Capaldi,Before You Go,24755
Billie Eilish,everything i wanted,102862
DJ Ti.sto,The Business,238062
Ed Sheeran,Shivers,252966
Sam Smith & Kim Petras,Unholy,273001
Rema & Selena Gomez,Calm Down,169301
SZA,Kill Bill,187806
Luke Combs,Forever After All,183873
Gayle,abcdefu,131701
Joji,Glimpse Of Us,39877
Morgan Wallen,Sand In My Boots,194351
Michael Buble,It's Beginning To Look A Lot Like Christmas,73715
Lewis Capaldi,Someone You Loved,6638
Michael Buble,It's Beginning To Look A Lot Like Christmas,193738
Tate McRae,She's All I Wanna Be,137888
Billie Eilish,Happier Than Ever,237033
BTS,Dynamite,296474
Harry Styles,Watermelon Sugar,160734
Sam Smith & Kim Petras,Unholy,147175
Beyonce,Break My Soul,183789
Ed Sheeran,Bad Habits,263833
Billie Eilish,Bad Guy,114736
Kodak Black,Super Gremlin,291002
Drake & Future & Young Thug,Way 2 Sexy,38028
Maroon 5,Memories,239049
Kelly Clarkson,Underneath The Tree,262208
Lewis Capaldi,Before You Go,196810
Luke Combs,The Kind of Love We Make,105011
Bailey Zimmerman,Rock And A Hard Place,291130
Maroon 5,Memories,254436
Brenda Lee,Rockin' Around The Christmas Tree,162793
Andy Williams,It's The Most Wonderful Time Of The Year,182389
The Kid LAROI,Without You,98541
Harry Styles,Watermelon Sugar,281393
Topic & A7S,Breaking Me,245354
Internet Money & Gunna & Don Toliver & NAV,Lemonade,136875
Drake,Toosie Slide,140236
The Kid LAROI & Justin Bieber,Stay,268669
Morgan Wallen,You Proof,19322
Cardi B & Megan Thee Stallion,WAP,257000
Beyonce,Break My Soul,163854
Ed Sheeran,Eyes Closed,237049
OneRepublic,I Ain't Worried,130999
Justin Bieber & Chance The Rapper,Holy,175780
DJ Ti.sto & Ava Max,The Motto,47254
Dua Lipa,Break My Heart,145787
The Weeknd & Ariana Grande,Save Your Tears,55673
Jordan Davis & Luke Bryan,Buy Dirt,201207
Eslabon Armado & Peso Pluma,Ella Baila Sola,186943
Olivia Rodrigo,Vampire,230165
Camila Cabello & DaBaby,My Oh My,96696
Kate Bush,Running Up That Hill (A Deal With God),200271
Luke Combs,Forever After All,280842
Gayle,abcdefu,75781
Maneskin,Beggin',50771
Adele,Easy On Me,237360
Drake & Lil Durk,Laugh Now Cry Later,278573
Raye & 070 Shake,Escapism,135221
Lewis Capaldi,Someone You Loved,26834
Luke Combs,Forever After All,111468
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,174642
Kenya Grace,Strangers,283391
DJ Ti.sto & Ava Max,The Motto,218731
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,85662
Doja Cat,Need To Know,137733
Apache 207,Roller,231061
Jelly Roll,Need A Favor,33801
Beyonce,Cuff It,92395
Bad Bunny & Chencho Corleone,Me porto bonito,60880
Stephen Sanchez,Until I Found You,48373
Fireboy DML & Ed Sheeran,Peru,33762
BTS,Butter,194087
Gunna,Fukumean,149013
BTS,Dynamite,234414
Taylor Swift,Anti-Hero,76828
Metro Boomin, The Weeknd & 21 Savage,Creepin',273641
CKay,Love Nwantiti,199166
