artist,track_name,ms_played
Future & Drake & Tems,WAIT FOR U,176191
Lil Uzi Vert,Just Wanna Rock,140322
Zach Bryan & Kacey Musgraves,I Remember Everything,210554
Luke Combs,Forever After All,288302
Fireboy DML & Ed Sheeran,Peru,265868
The Weeknd,Blinding Lights,156839
Saweetie & Doja Cat,Best Friend,183098
Ed Sheeran,Shivers,224620
Zach Bryan & Kacey Musgraves,I Remember Everything,80412
Drake & Lil Durk,Laugh Now Cry Later,60669
Luke Combs,Forever After All,260254
Masked Wolf,Astronaut In The Ocean,160011
Masked Wolf,Astronaut In The Ocean,14898
Chris Brown,Under The Influence,287164
Rosa Linn,Snap,70146
Tate McRae,She's All I Wanna Be,177212
Olivia Rodrigo,Good 4 U,8536
Doja Cat,Need To Know,119360
The Weeknd & Ariana Grande,Die For You,131497
The Kid LAROI & Justin Bieber,Stay,18265
Dove Cameron,Boyfriend,15158
Chris Brown & Young Thug,Go Crazy,115371
Surf Mesa & Emilee,ILY (I Love You Baby),198869
Doja Cat & SZA,Kiss Me More,293129
Post Malone & Doja Cat,I Like You (A Happier Song),118991
Harry Styles,Watermelon Sugar,80945
Doja Cat,Paint The Town Red,298350
Jack Harlow,First Class,264877
Jack Harlow,First Class,57834
Adele,Easy On Me,103982
Tones & I,Dance Monkey,218590
Lil Uzi Vert,Just Wanna Rock,206839
Joji,Glimpse Of Us,290265
Drake & Lil Durk,Laugh Now Cry Later,192660
Kate Bush,Running Up That Hill (A Deal With God),9371
Harry Styles,Adore You,169095
Michael Buble,It's Beginning To Look A Lot Like Christmas,296042
Billie Eilish,Happier Than Ever,4417
Jordan Davis & Luke Bryan,Buy Dirt,219379
Chris Brown,Under The Influence,32380
Ariana Grande,Santa Tell Me,14721
Cardi B & Megan Thee Stallion,WAP,21365
Post Malone,Circles,215665
Olivia Rodrigo,Traitor,196411
Internet Money & Gunna & Don Toliver & NAV,Lemonade,206976
Beyonce,Break My Soul,170211
The Kid LAROI,Without You,180609
Adele,Easy On Me,6230
The Weeknd,Take My Breath,197303
SZA,Snooze,183251
Beyonce,Cuff It,233233
Surf Mesa & Emilee,ILY (I Love You Baby),175779
Tate McRae,You Broke Me First,9191
Kenya Grace,Strangers,253872
Maroon 5,Memories,228278
The Weeknd,Take My Breath,241964
Harry Styles,Late Night Talking,201392
Libianca,People,180864
Jordan Davis & Luke Bryan,Buy Dirt,119809
Dove Cameron,Boyfriend,66638
Drake & Lil Durk,Laugh Now Cry Later,202816
Taylor Swift,Anti-Hero,165284
Justin Bieber & Chance The Rapper,Holy,244149
Coi Leray,Players,242560
Coldplay & BTS,My Universe,87263
Rema & Selena Gomez,Calm Down,120486
Gunna,Fukumean,292616
Nicki Minaj,Super Freaky Girl,239865
Libianca,People,99603
Sam Smith & Kim Petras,Unholy,187679
Lil Nas & Jack Harlow,Industry Baby,164160
Billie Eilish,What Was I Made For?,212816
Maren Morris,The Bones,85787
Rihanna,Lift Me Up,129274
Libianca,People,588
Raye & 070 Shake,Escapism,89052
Morgan Wallen,Thinkin' Bout Me,21405
Saweetie & Doja Cat,Best Friend,25909
Gayle,abcdefu,131450
Stephen Sanchez,Until I Found You,163025
Masked Wolf,Astronaut In The Ocean,67510
Camila Cabello & Ed Sheeran,Bam Bam,74803
Coldplay & BTS,My Universe,180138
Luke Combs,The Kind of Love We Make,187796
David Guetta & Bebe Rexha,I'm Good (Blue),254763
Brenda Lee,Rockin' Around The Christmas Tree,63127
Surf Mesa & Emilee,ILY (I Love You Baby),88912
Maneskin,Beggin',156569
David Kushner,Daylight,252202
Billie Eilish,Happier Than Ever,15371
Metro Boomin, The Weeknd & 21 Savage,Creepin',134945
Arizona Zervas,Roxanne,105026
Fifty Fifty,Cupid,37018
Arizona Zervas,Roxanne,297137
Em Beihold,Numb Little Bug,277448
Harry Styles,Late Night Talking,96820
Post Malone,Circles,43686
Morgan Wallen,Last Night,257276
SZA,Kill Bill,123475
Doja Cat & SZA,Kiss Me More,51446
Glass Animals,Heat Waves,242685
Kane Brown With Katelyn Brown,Thank God,35110
Brenda Lee,Rockin' Around The Christmas Tree,267082
David Kushner,Daylight,2016
The Kid LAROI & Justin Bieber,Stay,292457
Harry Styles,As It Was,54153
Luke Combs,Forever After All,119182
Billie Eilish,everything i wanted,103607
Adele,Easy On Me,32359
Burl Ives,A Holly Jolly Christmas,259962
Maroon 5,Memories,193433
Rema & Selena Gomez,Calm Down,166182
Saweetie & Doja Cat,Best Friend,16209
Luke Combs,Forever After All,151395
Adele,Easy On Me,75352
Dua Lipa,Dance The Night,68058
Dove Cameron,Boyfriend,134920
Lil Mosey,Blueberry Faygo,64538
OneRepublic,I Ain't Worried,171590
OneRepublic,I Ain't Worried,162515
Billie Eilish,Happier Than Ever,266849
Billie Eilish,Therefore I Am,183361
Rema & Selena Gomez,Calm Down,141557
Lil Durk & J Cole,All My Life,204734
Tones & I,Dance Monkey,204844
Ed Sheeran,Shivers,209788
Lil Tjay & 6LACK,Calling My Phone,233604
Doja Cat,Vegas,54284
Miley Cyrus,Midnight Sky,11562
Michael Buble,It's Beginning To Look A Lot Like Christmas,173994
SZA,Snooze,190414
Bailey Zimmerman,Rock And A Hard Place,160213
Maneskin,Beggin',265788
Maroon 5,Memories,257009
Taylor Swift,Anti-Hero,113128
Lady Gaga & Ariana Grande,Rain On Me,106613
Lil Mosey,Blueberry Faygo,8814
Raye & 070 Shake,Escapism,279441
The Weeknd,Take My Breath,121306
Olivia Rodrigo,Good 4 U,52443
Meghan Trainor,Made You Look,39561
David Guetta & Bebe Rexha,I'm Good (Blue),45178
Future & Drake,Life Is Good,119694
SAINt JHN,Roses (Imanbek Remix),229347
Trevor Daniel,Falling,85390
Ava Max,Kings & Queens,229586
BTS,Dynamite,171297
Future & Drake & Tems,WAIT FOR U,73705
Post Malone,Circles,95941
Luke Combs,Fast Car,61502
Kelly Clarkson,Underneath The Tree,162375
Morgan Wallen,Sand In My Boots,70936
Dua Lipa & DaBaby,Levitating,11879
Justin Bieber,Ghost,67359
Luke Combs,Fast Car,215104
Glass Animals,Heat Waves,103163
Future & Drake,Life Is Good,252133
Luke Combs,The Kind of Love We Make,269118
Tate McRae,You Broke Me First,215507
Camila Cabello & DaBaby,My Oh My,127890
Ariana Grande,Positions,233086
Drake & Future & Young Thug,Way 2 Sexy,251913
Tate McRae,Greedy,293753
Cardi B,Up,55592
Nicki Minaj,Super Freaky Girl,190369
Arizona Zervas,Roxanne,247064
Harry Styles,Adore You,210733
Doja Cat,Paint The Town Red,117363
The Kid LAROI,Without You,289109
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,152107
Zach Bryan & Kacey Musgraves,I Remember Everything,1060
Lewis Capaldi,Before You Go,126554
Post Malone,Circles,158086
Bad Bunny,Titi me pregunto,73156
Elton John & Dua Lipa,Cold Heart,183617
Fifty Fifty,Cupid,182093
Post Malone,Chemical,77357
The Weeknd,Blinding Lights,219072
Shouse,Love Tonight,132843
Morgan Wallen,Thinkin' Bout Me,138463
Lady Gaga & Ariana Grande,Rain On Me,279766
Post Malone,Circles,8432
Ariana Grande,Santa Tell Me,17491
Coi Leray,Players,234519
SAINt JHN,Roses,226456
Walker Hayes,Fancy Like,255546
Cole Swindell,She Had Me At Heads Carolina,121189
Harry Styles,Watermelon Sugar,259090
Tate McRae,You Broke Me First,261909
DJ Ti.sto,The Business,142263
Olivia Rodrigo,Deja Vu,207340
Arizona Zervas,Roxanne,263190
Dove Cameron,Boyfriend,262268
Olivia Rodrigo,Vampire,41660
Rihanna,Lift Me Up,22191
Pop Smoke,What You Know Bout Love,121660
Bad Bunny,Titi me pregunto,190168
Olivia Rodrigo,Drivers License,50815
Billie Eilish,Bad Guy,210590
Taylor Swift,Cruel Summer,25245
Gunna,Fukumean,7794
Justin Bieber & Chance The Rapper,Holy,236627
Olivia Rodrigo,Drivers License,123696
Doja Cat,Woman,22162
Morgan Wallen,You Proof,20931
Dua Lipa,Dance The Night,161276
Drake & Future & Young Thug,Way 2 Sexy,33500
Doja Cat & Nicki Minaj,Say So,283793
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,288511
The Ronettes,Sleigh Ride,35426
Doja Cat,Vegas,15092
Tom Odell,Another Love,55022
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,136285
Post Malone,Chemical,205706
Pop Smoke,What You Know Bout Love,9647
Apache 207,Roller,18065
Tate McRae,Greedy,124586
Libianca,People,58706
Drake,Toosie Slide,11839
Shouse,Love Tonight,149812
Roddy Ricch,The Box,264572
David Kushner,Daylight,240450
Drake & Lil Durk,Laugh Now Cry Later,139725
OneRepublic,I Ain't Worried,292061
Kenya Grace,Strangers,204013
Dove Cameron,Boyfriend,161787
Morgan Wallen,Sand In My Boots,125660
Rema,Calm Down,78100
Luke Combs,Forever After All,3708
Lil Uzi Vert,Just Wanna Rock,125299
The Ronettes,Sleigh Ride,174255
Meghan Trainor,Made You Look,274652
Tate McRae,Greedy,222930
Doja Cat & The Weeknd,You Right,291436
Em Beihold,Numb Little Bug,205096
Gunna,Fukumean,131406
Lady Gaga & Ariana Grande,Rain On Me,117085
Acraze & Cherish,Do It To It,16878
Steve Lacy,Bad Habit,86226
Olivia Rodrigo,Vampire,15185
Lil Uzi Vert,Just Wanna Rock,122131
Joel Corry & MNEK,Head & Heart,292611
Metro Boomin, The Weeknd & 21 Savage,Creepin',92675
Doja Cat,Paint The Town Red,272938
Morgan Wallen,Thought You Should Know,293119
Giveon,Heartbreak Anniversary,51217
Nicky Youre & dazy,Sunroof,295330
The Killers,Mr Brightside,240386
David Guetta & Bebe Rexha,I'm Good (Blue),177434
Billie Eilish,Therefore I Am,156830
Lil Nas X,Montero (Call Me By Your Name),10452
Justin Bieber & Daniel Caesar & Giveon,Peaches,107440
Camila Cabello & DaBaby,My Oh My,34029
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),200786
Steve Lacy,Bad Habit,144893
Olivia Rodrigo,Vampire,59617
CKay,Love Nwantiti,231150
Chris Brown,Under The Influence,274839
Nicky Youre & dazy,Sunroof,178312
Doja Cat & Nicki Minaj,Say So,21583
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,171581
Luke Combs,Fast Car,299972
Roddy Ricch,The Box,159148
Rema & Selena Gomez,Calm Down,111762
Miguel,Sure Thing,156342
Rema & Selena Gomez,Calm Down,35853
Powfu & Beabadoobee,Death Bed,91158
Roddy Ricch,The Box,70703
Rihanna,Lift Me Up,230015
Surf Mesa & Emilee,ILY (I Love You Baby),126687
Eslabon Armado & Peso Pluma,Ella Baila Sola,239832
Rihanna,Lift Me Up,288614
Lil Nas & Jack Harlow,Industry Baby,11175
Nathan Evans,Wellerman,229476
Camila Cabello & DaBaby,My Oh My,116736
Miley Cyrus,Midnight Sky,44669
Nicky Youre & dazy,Sunroof,89163
Bad Bunny & Jhay Cortez,Dakiti,22125
Doja Cat & The Weeknd,You Right,219470
Justin Bieber & Chance The Rapper,Holy,85351
Acraze & Cherish,Do It To It,2485
Maroon 5,Memories,127604
Drake & 21 Savage & Project Pat,Knife Talk,178688
BTS,Dynamite,58348
Billie Eilish,Happier Than Ever,11092
Justin Bieber & Quavo,Intentions,172556
Billie Eilish,Therefore I Am,110714
Surf Mesa & Emilee,ILY (I Love You Baby),221421
Libianca,People,13461
Camila Cabello & Ed Sheeran,Bam Bam,281386
The Ronettes,Sleigh Ride,224061
Billie Eilish,everything i wanted,205089
Saweetie & Doja Cat,Best Friend,250717
Zach Bryan,Something In The Orange,220664
Jelly Roll,Need A Favor,292422
SAINt JHN,Roses (Imanbek Remix),94095
Drake & Future & Young Thug,Way 2 Sexy,109206
Burl Ives,A Holly Jolly Christmas,91312
Harry Styles,Adore You,276749
Nicki Minaj & Ice Spice with Aqua,Barbie World,87968
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,281416
Taylor Swift,Anti-Hero,296919
Rema,Calm Down,78538
Farruko,Pepas,196611
Metro Boomin, The Weeknd & 21 Savage,Creepin',123208
Taylor Swift,Lavender Haze,115115
Dua Lipa,Break My Heart,23998
Doja Cat,Paint The Town Red,196287
The Weeknd & Ariana Grande,Save Your Tears,165952
Justin Bieber,Ghost,152306
Kate Bush,Running Up That Hill (A Deal With God),237899
Tate McRae,She's All I Wanna Be,171816
Ariana Grande,Santa Tell Me,117256
Ariana Grande,Positions,65067
Olivia Rodrigo,Vampire,136643
Miley Cyrus,Midnight Sky,61966
DJ Ti.sto,The Business,64927
Nat King Cole,The Christmas Song (Merry Christmas To You),156739
OneRepublic,I Ain't Worried,25604
Sam Smith & Kim Petras,Unholy,110917
Bad Bunny,Titi me pregunto,278485
The Kid LAROI,Without You,144603
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,158511
Billie Eilish,Therefore I Am,237841
Fifty Fifty,Cupid,46433
Rosa Linn,Snap,128452
Wham!,Last Christmas,47001
Toosii,Favorite Song,11212
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,232562
Jelly Roll,Need A Favor,18830
Harry Styles,Adore You,267842
The Ronettes,Sleigh Ride,299849
Eslabon Armado & Peso Pluma,Ella Baila Sola,169564
Apache 207,Roller,250990
Nicki Minaj,Super Freaky Girl,74235
OneRepublic,I Ain't Worried,171978
Coi Leray,Players,166740
Jelly Roll,Need A Favor,131536
Lizzo,About Damn Time,99275
Luke Combs,The Kind of Love We Make,108231
OneRepublic,I Ain't Worried,181936
Surf Mesa & Emilee,ILY (I Love You Baby),199965
Olivia Rodrigo,Drivers License,237861
Olivia Rodrigo,Deja Vu,155187
Acraze & Cherish,Do It To It,92949
Ed Sheeran,Shivers,221590
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,214663
Tate McRae,She's All I Wanna Be,139769
Acraze & Cherish,Do It To It,50763
Ava Max,Kings & Queens,47606
Bobby Helms,Jingle Bell Rock,281595
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,55577
Doja Cat & Nicki Minaj,Say So,261071
Bad Bunny & Jhay Cortez,Dakiti,111545
SZA,Kill Bill,46358
The Weeknd & Ariana Grande,Save Your Tears,231749
Kate Bush,Running Up That Hill (A Deal With God),67510
JVKE,golden hour,86386
Andy Williams,It's The Most Wonderful Time Of The Year,71805
Stephen Sanchez,Until I Found You,157328
WizKid & Justin Bieber & Tems,Essence,98450
Billie Eilish,Therefore I Am,141254
Zach Bryan & Kacey Musgraves,I Remember Everything,72625
Ava Max,Kings & Queens,238429
Justin Bieber & Quavo,Intentions,52532
Miley Cyrus,Midnight Sky,244661
CJ,Whoopty,67459
CJ,Whoopty,75705
Stephen Sanchez,Until I Found You,179213
Doja Cat,Need To Know,53610
Apache 207,Roller,104
Giveon,Heartbreak Anniversary,198114
Harry Styles,Adore You,30613
Lil Nas X,Thats What I Want,91420
Post Malone & The Weeknd,One Right Now,99525
Nicky Youre & dazy,Sunroof,181181
Fifty Fifty,Cupid,274858
Libianca,People,292851
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,25348
Libianca,People,187786
Lil Durk & J Cole,All My Life,167388
Bailey Zimmerman,Rock And A Hard Place,116715
Bad Bunny & Jhay Cortez,Dakiti,30112
Lewis Capaldi,Someone You Loved,59874
Zach Bryan,Something In The Orange,254742
Bad Bunny & Jhay Cortez,Dakiti,22804
Camila Cabello & DaBaby,My Oh My,220022
SAINt JHN,Roses (Imanbek Remix),252471
Roddy Ricch,The Box,165969
Post Malone,Circles,164830
Ed Sheeran,Shivers,33969
Olivia Rodrigo,Good 4 U,69511
Drake & 21 Savage,Jimmy Cooks,134948
Doja Cat & The Weeknd,You Right,191726
Tate McRae,You Broke Me First,242362
Apache 207,Roller,141303
The Weeknd,Take My Breath,191073
Joel Corry & MNEK,Head & Heart,287073
Dua Lipa,Dance The Night,157180
Wham!,Last Christmas,154673
Brenda Lee,Rockin' Around The Christmas Tree,165895
AJR,Bang!,49621
Doja Cat,Woman,105636
Dua Lipa,Break My Heart,224982
Future & Drake & Tems,WAIT FOR U,258117
Shouse,Love Tonight,4815
Drake & 21 Savage,Jimmy Cooks,115886
Meghan Trainor,Made You Look,265858
Drake & 21 Savage & Project Pat,Knife Talk,18797
Shouse,Love Tonight,148510
Masked Wolf,Astronaut In The Ocean,34134
Drake & Future & Young Thug,Way 2 Sexy,162966
Post Malone,Circles,187793
The Weeknd,Blinding Lights,8329
DJ Ti.sto & Ava Max,The Motto,62121
Lil Durk & J Cole,All My Life,14480
Ed Sheeran,Eyes Closed,288393
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,272079
Drake & Lil Durk,Laugh Now Cry Later,230399
Tate McRae,She's All I Wanna Be,250296
Lil Nas & Jack Harlow,Industry Baby,106852
Dua Lipa,Don't Start Now,104075
Doja Cat & The Weeknd,You Right,212628
Shouse,Love Tonight,73670
Olivia Rodrigo,Traitor,116662
Walker Hayes,Fancy Like,128108
Wham!,Last Christmas,214590
SAINt JHN,Roses (Imanbek Remix),45418
Drake & 21 Savage,Jimmy Cooks,214395
Bad Bunny,Titi me pregunto,252331
Topic & A7S,Breaking Me,259721
Doja Cat,Paint The Town Red,104728
Raye & 070 Shake,Escapism,123990
Olivia Rodrigo,Deja Vu,115620
Nat King Cole,The Christmas Song (Merry Christmas To You),272526
CKay,Love Nwantiti,181826
Toosii,Favorite Song,290880
Kane Brown With Katelyn Brown,Thank God,297819
Masked Wolf,Astronaut In The Ocean,160063
DJ Ti.sto,The Business,191809
Cardi B,Up,216696
Mariah Carey,All I Want For Christmas Is You,74098
Rema,Calm Down,183877
Burl Ives,A Holly Jolly Christmas,142310
Justin Bieber & Daniel Caesar & Giveon,Peaches,2172
Raye & 070 Shake,Escapism,67730
Lil Uzi Vert,Just Wanna Rock,47862
Olivia Rodrigo,Vampire,194705
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,229058
Topic & A7S,Breaking Me,58683
Shouse,Love Tonight,69978
Rosa Linn,Snap,85058
Farruko,Pepas,95175
Burl Ives,A Holly Jolly Christmas,94674
Rosa Linn,Snap,155791
Michael Buble,It's Beginning To Look A Lot Like Christmas,51466
Harry Styles,Watermelon Sugar,173087
SZA,Kill Bill,222537
Chris Brown & Young Thug,Go Crazy,104747
Ariana Grande,Santa Tell Me,117662
Lewis Capaldi,Someone You Loved,208290
Doja Cat,Need To Know,176741
Jose Feliciano,Feliz Navidad,154431
Camila Cabello & DaBaby,My Oh My,297270
Saweetie & Doja Cat,Best Friend,126087
Ed Sheeran,Shivers,213080
Taylor Swift,Cruel Summer,278718
Nicky Youre & dazy,Sunroof,135149
Cole Swindell,She Had Me At Heads Carolina,116459
Dua Lipa,Don't Start Now,200106
Nat King Cole,The Christmas Song (Merry Christmas To You),264473
Camila Cabello & DaBaby,My Oh My,181865
Joel Corry & MNEK,Head & Heart,107636
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,4744
Kane Brown With Katelyn Brown,Thank God,129765
Luke Combs,Forever After All,195803
Jose Feliciano,Feliz Navidad,131124
Nathan Evans,Wellerman,206236
Adele,Easy On Me,148432
Lil Nas X,Montero (Call Me By Your Name),61813
Kenya Grace,Strangers,229031
Tones & I,Dance Monkey,158519
Ed Sheeran,Shivers,20402
Drake & 21 Savage & Project Pat,Knife Talk,95824
Gabby Barrett & Charlie Puth,I Hope,97293
Kelly Clarkson,Underneath The Tree,100504
Rihanna,Lift Me Up,60325
Lizzo,About Damn Time,252415
Nicki Minaj,Super Freaky Girl,10451
Harry Styles,Late Night Talking,267306
Nicki Minaj & Ice Spice with Aqua,Barbie World,153591
Cole Swindell,She Had Me At Heads Carolina,66356
Burl Ives,A Holly Jolly Christmas,134290
Bobby Helms,Jingle Bell Rock,38358
Olivia Rodrigo,Good 4 U,143509
Bad Bunny & Jhay Cortez,Dakiti,242075
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,270021
Rema & Selena Gomez,Calm Down,55808
The Kid LAROI & Justin Bieber,Stay,155123
Taylor Swift,Lavender Haze,271505
Future & Drake,Life Is Good,236423
AJR,Bang!,72957
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,225500
Taylor Swift,Cruel Summer,119181
Morgan Wallen,You Proof,234137
The Killers,Mr Brightside,282150
Ed Sheeran,Shivers,180567
Camila Cabello & Ed Sheeran,Bam Bam,3866
Drake & 21 Savage,Rich Flex,283189
Chris Brown & Young Thug,Go Crazy,182119
Post Malone,Chemical,90638
Doja Cat & The Weeknd,You Right,24078
Ariana Grande,Positions,105489
Justin Bieber & Quavo,Intentions,164083
Lil Nas & Jack Harlow,Industry Baby,208592
Maneskin,Beggin',33042
Lil Mosey,Blueberry Faygo,294596
Drake & 21 Savage,Rich Flex,44507
Billie Eilish,everything i wanted,76506
The Ronettes,Sleigh Ride,74286
Drake & 21 Savage & Project Pat,Knife Talk,38225
Roddy Ricch,The Box,179281
Nicki Minaj & Ice Spice with Aqua,Barbie World,149799
Nicky Youre & dazy,Sunroof,289301
Toosii,Favorite Song,264157
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,6353
Harry Styles,Watermelon Sugar,257654
Harry Styles,Watermelon Sugar,1454
Gayle,abcdefu,89849
Jack Harlow,First Class,176228
Nat King Cole,The Christmas Song (Merry Christmas To You),270314
Bad Bunny,Titi me pregunto,199486
Steve Lacy,Bad Habit,187137
Kelly Clarkson,Underneath The Tree,278677
Morgan Wallen,Thinkin' Bout Me,62940
Lil Nas & Jack Harlow,Industry Baby,275857
Kane Brown With Katelyn Brown,Thank God,82922
Chris Brown,Under The Influence,259857
David Kushner,Daylight,123639
Bobby Helms,Jingle Bell Rock,127194
AJR,Bang!,171252
Justin Bieber,Ghost,139511
Nicki Minaj & Ice Spice with Aqua,Barbie World,195436
Olivia Rodrigo,Good 4 U,125764
Glass Animals,Heat Waves,53478
The Kid LAROI,Without You,282646
Trevor Daniel,Falling,82141
Tate McRae,She's All I Wanna Be,287796
Doja Cat,Paint The Town Red,102290
Kenya Grace,Strangers,91290
Dua Lipa,Don't Start Now,216388
Doja Cat & The Weeknd,You Right,225784
Nicki Minaj & Ice Spice with Aqua,Barbie World,141681
The Weeknd & Ariana Grande,Die For You,210043
DaBaby & Roddy Ricch,Rockstar,55184
Coi Leray,Players,257993
The Kid LAROI & Justin Bieber,Stay,247447
Tate McRae,Greedy,104783
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,252929
Saweetie & Doja Cat,Best Friend,299620
Cardi B,Up,281351
Ed Sheeran,Shivers,156217
Harry Styles,Late Night Talking,228166
CJ,Whoopty,178942
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,296900
Drake & 21 Savage,Jimmy Cooks,144881
Olivia Rodrigo,Good 4 U,256824
The Weeknd & Ariana Grande,Die For You,35658
Drake & 21 Savage,Rich Flex,20297
Burl Ives,A Holly Jolly Christmas,125306
Miguel,Sure Thing,227867
Roddy Ricch,The Box,3404
Drake & 21 Savage & Project Pat,Knife Talk,78268
Powfu & Beabadoobee,Death Bed,116174
Nathan Evans,Wellerman,118359
Coi Leray,Players,273793
Farruko,Pepas,85596
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,213835
Farruko,Pepas,98831
Cole Swindell,She Had Me At Heads Carolina,259224
Beyonce,Break My Soul,2051
Justin Bieber & Quavo,Intentions,257551
OneRepublic,I Ain't Worried,202110
Lil Uzi Vert,Just Wanna Rock,290958
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,193446
Toosii,Favorite Song,63924
Post Malone,Circles,88931
Taylor Swift,Lavender Haze,200416
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,139264
BTS,Dynamite,163221
Farruko,Pepas,72559
DaBaby & Roddy Ricch,Rockstar,124307
Latto,Big Energy,267657
Justin Bieber & Chance The Rapper,Holy,293869
Shouse,Love Tonight,216400
Trevor Daniel,Falling,177197
Eslabon Armado & Peso Pluma,Ella Baila Sola,269015
Nicki Minaj & Ice Spice with Aqua,Barbie World,295186
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,132654
The Weeknd,Blinding Lights,51588
Doja Cat & The Weeknd,You Right,271130
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,149804
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,266715
Joji,Glimpse Of Us,270769
24kGoldn & Iann Dior,Mood,86431
Imagine Dragons & JID,Enemy,221134
Oliver Tree & Robin Schulz,Miss You,105423
Tate McRae,Greedy,79885
Doja Cat & The Weeknd,You Right,199280
Kate Bush,Running Up That Hill (A Deal With God),214197
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),19062
Masked Wolf,Astronaut In The Ocean,277301
Harry Styles,Late Night Talking,174931
Miguel,Sure Thing,209342
Luke Combs,The Kind of Love We Make,139892
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,7006
Mariah Carey,All I Want For Christmas Is You,229540
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,72972
Zach Bryan,Something In The Orange,163074
Jack Harlow,First Class,109498
The Weeknd & Ariana Grande,Save Your Tears,24219
Taylor Swift,Anti-Hero,1380
Joel Corry & MNEK,Head & Heart,275216
Dua Lipa,Dance The Night,85626
SZA,Snooze,154760
Harry Styles,As It Was,162615
Dove Cameron,Boyfriend,171493
Olivia Rodrigo,Deja Vu,160490
Gayle,abcdefu,66294
The Weeknd,Take My Breath,36326
Lil Nas X,Montero (Call Me By Your Name),5307
Acraze & Cherish,Do It To It,261923
24kGoldn & Iann Dior,Mood,66672
Cardi B,Up,130595
Kodak Black,Super Gremlin,37680
Post Malone & Doja Cat,I Like You (A Happier Song),191363
Cardi B & Megan Thee Stallion,WAP,122077
Imagine Dragons & JID,Enemy,274255
Toosii,Favorite Song,296610
The Kid LAROI & Justin Bieber,Stay,103020
Powfu & Beabadoobee,Death Bed,130291
Tom Odell,Another Love,238572
Luke Combs,Forever After All,53588
Oliver Tree & Robin Schulz,Miss You,143431
Miley Cyrus,Midnight Sky,10049
JVKE,golden hour,169268
Tate McRae,You Broke Me First,253832
WizKid & Justin Bieber & Tems,Essence,54772
Beyonce,Cuff It,107516
Justin Bieber & Chance The Rapper,Holy,245484
Em Beihold,Numb Little Bug,102622
Libianca,People,16505
Kodak Black,Super Gremlin,231234
Luke Combs,Forever After All,254681
Stephen Sanchez,Until I Found You,198775
Bad Bunny & Jhay Cortez,Dakiti,61477
Dua Lipa,Break My Heart,257571
Ed Sheeran,Shivers,247911
Olivia Rodrigo,Good 4 U,62799
CKay,Love Nwantiti,220825
David Kushner,Daylight,97108
Nicky Youre & dazy,Sunroof,50173
Tate McRae,You Broke Me First,157234
Billie Eilish,Happier Than Ever,38195
Jordan Davis & Luke Bryan,Buy Dirt,211956
Beyonce,Break My Soul,159902
Tate McRae,Greedy,62933
SAINt JHN,Roses,213803
Drake & 21 Savage,Jimmy Cooks,65615
Camila Cabello & DaBaby,My Oh My,148711
Olivia Rodrigo,Traitor,84506
Apache 207,Roller,183630
Burl Ives,A Holly Jolly Christmas,278373
Olivia Rodrigo,Traitor,293430
SZA,Snooze,214358
Surf Mesa & Emilee,ILY (I Love You Baby),33322
Oliver Tree & Robin Schulz,Miss You,41625
Doja Cat,Woman,85288
Morgan Wallen,Last Night,65278
Bobby Helms,Jingle Bell Rock,117483
Justin Bieber & Daniel Caesar & Giveon,Peaches,144962
Meghan Trainor,Made You Look,185207
Saweetie & Doja Cat,Best Friend,98100
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),299651
Acraze & Cherish,Do It To It,299688
Drake & Future & Young Thug,Way 2 Sexy,270792
Taylor Swift,Cruel Summer,83527
Oliver Tree & Robin Schulz,Miss You,181409
Ava Max,Kings & Queens,36417
